scenario_id,variant,model,belief_modeling,perspective_taking,consistency,explanation_quality,overall,justification
26,simulate_opponent,gpt-5,2,2,2,2,40,"Rationale is generic and misses key beliefs. Team A is conservative and values workhorse RBs; trading a Tier 1 RB for an injured TE undermines A’s floor. Calling Tyler Anderson a “stability” upgrade ignores his Doubtful status. Team B likes upside and buys injured players, so selling their established Tier 1 TE isn’t well-motivated, though RB need exists. The offer is feasible but misaligned with profiles, and the explanation lacks scenario-specific detail."
7,baseline,claude-4.5-sonnet,1,1,2,1,25,"Proposal asks B to give up a Tier 2 dual-threat QB and a Tier 1 RB for a Tier 4 WR and Tier 3 RB, ignoring B’s urgent need for wins and preference to keep high-upside, dual-threat QBs. Rationale centers on A’s upgrades with no substantive case for B. While the pieces are valid and B has QB depth, the value gap and misfit with manager profiles (A prefers pocket QBs) make acceptance unlikely and the explanation thin."
15,baseline,gpt-5,1,1,2,2,30,"The offer ignores Team B’s preferences and incentives. B values dual‑threat QBs and rookies; Devon Green is a pocket passer, and Eric Torres is a veteran. Asking B to give up their RB1 (Jake Garcia) and TE1 (Cameron Gonzalez) guts B’s core while returning no TE and weakening RB depth, despite B being a contender. The rationale is A‑centric and generic, only noting A’s stability needs. While A’s internal logic (move surplus QB, stabilize TE/RB) is coherent, the proposal is unrealistic for B and lacks ToM reasoning."
24,tom_explicit,claude-4.5-sonnet,1,2,1,1,25,"Misreads Team B’s preferences: offers a Tier 4 deep-threat WR and committee RB to a conservative, volume-prioritizing manager while asking for B’s higher-tier RB and WR. Calls Nick Holt a possession WR and Josh Garcia “stable” despite Holt’s deep-threat profile and Garcia’s declining role. Trade heavily favors A; 62% accept likelihood is unrealistic. Rationale is brief and generic, with scant ToM or schedule/volume nuance."
6,baseline,claude-4.5-sonnet,1,1,4,2,40,"The rationale is A-centric and ignores B’s stated preference for dual-threat QBs and injury avoidance, offering only a generic “surplus TEs” note. It doesn’t articulate why B would accept downgrading from a dual-threat QB. The offer is internally coherent and implicitly addresses B’s weak TE room, but the explanation lacks scenario-specific reasoning. Low accept probability is reasonable but unexplained."
22,tom_implicit,gemini-2.5-pro,1,2,1,2,30,"Minimal ToM. It nods to Team B’s desire for consistency but ignores their strong adherence to expert rankings and preference for workhorse RBs. Asking for a Tier 1 WR (Sean Thompson) in exchange for a committee Tier 3 RB (Ethan Campbell) is value-incoherent, especially for an 8-0 team. The 0.55 acceptance probability is unrealistic. Rationale is brief and generic without role, workload, or ranking context."
30,tom_implicit,claude-4.5-sonnet,2,2,4,2,50,"The proposal notes B gains RB depth, fitting B’s glaring RB shortage and need for immediate starters. However, it barely models B’s mindset (0-8 urgency, consensus-driven) and downplays the cost of losing a Tier 1 WR (Thompson) for a Tier 2 plus RB3; the TE “upgrade” to A is marginal. Perspectives aren’t clearly separated and the reasoning is terse. The offer is roster-coherent given B’s WR surplus and TE depth, but acceptance probability seems optimistic without adding value from A."
45,tom_implicit,gpt-5,2,2,3,1,40,"Mentions B’s playoff view and a ‘workhorse,’ but ignores B’s deep-threat bias and consensus-driven rankings (Josh Robinson is Tier 5). Misstates A’s outcome: A loses two RBs and gains only one (no RB depth gain) and the WR isn’t a deep threat, weakening fit with A’s stated preferences and urgent win-now needs. Trade is feasible roster-wise and B’s WR depth makes Taylor expendable, but the rationale is generic and partially incorrect, with limited multi-agent reasoning."
45,tom_implicit,claude-4.5-sonnet,2,2,1,1,30,"Identifies B’s RB depth need and playoff-schedule awareness, but ignores B’s strong preference for high-tier, young deep-threat WRs and adherence to consensus. Asking for two Tier 2 WRs for a Tier 5 RB and Tier 3 WR is lopsided. A’s injury-cautious profile conflicts with targeting a Questionable WR. The rationale is vague and inaccurate (“swapping deep threats” when Isaiah isn’t one). Acceptance probability is unrealistic."
47,simulate_opponent,gpt-5,2,2,2,1,35,"Minimal ToM. It notes B’s depth gain but ignores B’s conservative, consensus-driven preferences and injury caution. A’s rationale mislabels Lucas Allen (Out, Tier 5, declining) as a steady floor, conflicting with A’s urgent need for wins and floor preference. B already has a TE4; Ethan Turner (TE4, inconsistent) and a Tier 5 RB don’t align with B’s floor/value priorities. The offer is feasible but poorly justified and mismatched to both managers’ stated profiles."
6,simulate_opponent,gemini-2.5-pro,2,2,3,2,45,"The offer overlooks Team B's preference for dual-threat QBs, asking them to give up their only healthy dual-threat (Jones) for a pocket passer despite their need for upside. Adding rookie RB Campbell fits B's rookie/upside bias but RB is already a strength. Calling it a QB upgrade is debatable (both Tier 3; Jones has a declining role). The 0.65 accept probability seems high. Rationale is brief and lacks roster and schedule context."
31,tom_explicit,gpt-5,4,3,3,3,65,"Good read on B’s WR surplus and appetite for injured, committee-upside RBs; RB depth need is real. However, A overpays (Tier 2 RB + TE4) for a WR4, conflicting with A’s urgent need for immediate high ceiling. Little attention to B’s TE redundancy (has a TE1) or A’s RB injuries. Rationale is concise but thin on specifics."
42,tom_explicit,gemini-2.5-pro,3,3,4,2,60,"Understands B values consistency and offers a veteran WR with low variance, while A seeks a TE upgrade. However, it ignores B’s explicit SoS focus and doesn’t mention B’s TE depth. It also conflicts with A’s injury-averse stance by targeting a Questionable TE. The logic of needs/roster fit is plausible, but the rationale is thin and lacks detail on tiers, roles, and playoff schedules. Balanced but shallow ToM."
5,tom_explicit,gpt-5,2,3,2,2,45,"Notes B’s desire for floor but ignores B’s zero-RB bent, veteran bias, and that B already has two Tier 1 RBs. Calls Allen a surplus boom WR and Flores a spare TE without addressing B’s TE depth risk. Value is lopsided (T5 RB for T2 WR + T3 TE), making the 0.58 accept rate optimistic. Brief rationale shows both sides but lacks roster- and bye-specific evidence."
41,simulate_opponent,gpt-5,1,2,1,0,20,"Trade sends injured Tier 5 Lucas Allen for B’s healthy Tier 1 Trevor Rodriguez. B urgently needs reliable production and prefers consistent possession types; Allen is out and not steady. The proposal misreads B’s priorities and overestimates acceptance (0.68). Rationale is generic and inaccurate, conflating ‘steady vet’ with an injured, declining player. Overall ToM and coherence are poor."
29,tom_implicit,claude-4.5-sonnet,2,2,2,1,35,"Misreads Team B’s incentives: calls Justin Wright a TE upgrade despite being Tier 5 and out. Minimal use of B’s stated preferences (deep-threats, injured buy-lows) beyond vague ‘young WR upside’; doesn’t note B’s urgent need for wins or that Eric Davis is doubtful. Trade also ignores Team A’s glaring TE need while adding a low-tier RB they don’t need. Feasible but strategically incoherent. Rationale is generic and partially incorrect."
2,tom_explicit,gemini-2.5-pro,3,3,2,2,50,"Identifies B’s zero-RB/need for touches and offers a workhorse RB, but ignores B’s consensus-trusting and injury caution (though Taylor is healthy). Rationale wrongly claims a TE ‘upgrade’ for A (Tier 4 Michael Roberts vs A’s Tier 3 TE), and value feels lopsided for A. Limited separation of A vs B motivations and minimal detail. Coherence suffers due to the TE mismatch and thin explanation."
12,baseline,gpt-5,2,2,1,1,30,"Minor ToM: sending a dual-threat QB incidentally fits B’s preferences, but the write-up ignores B’s needs (IR QB, upside bias) and motivations. Calling Lewis a “surplus QB” is incorrect—A would have no healthy QB after the trade, conflicting with A’s conservative style and urgent need to win. B might consider the deal for QB help, but the rationale doesn’t articulate that. The explanation is terse and not grounded in roster context, injuries, or archetypes."
7,tom_implicit,gpt-5,1,2,1,1,25,"Misreads Team B: they prefer dual-threat upside and already have Sam Foster (Tier 2, rookie dual-threat). Calling Ethan Turner a TE upgrade is wrong vs B’s Tier 2 Brian Hill; Turner is Tier 4. A already has a low-variance Tier 2 QB (David Nelson), so the stated benefit is redundant. Minimal, generic rationale and poor alignment with B’s urgent, upside-seeking needs make acceptance unlikely."
20,simulate_opponent,gpt-5,2,3,2,2,45,"Acknowledges B might want WR help and A’s desire for upside, but overlooks B’s preference for young ascending players in high-powered offenses—David Campbell is a veteran Tier 4 in a low-volume offense. B’s WRs aren’t clearly thin (two Tier 2s), while Jordan Lewis is a healthy, ascending rookie RB B likely values. Value and fit favor A, making B acceptance unlikely. Rationale is brief and lacks concrete, scenario-grounded details."
33,tom_implicit,gpt-5,2,3,2,2,45,"It appeals to B’s conservatism (steady RB, pocket QB) but misses B’s reliance on expert rankings and existing pocket QB depth, making a Tier 2 RB-for-Tier 4 downgrade unrealistic. Roles and health align, but value is lopsided toward A and the 0.57 accept rate is optimistic. The rationale is brief and not well-grounded in tiers, roster context, or B’s priorities."
38,tom_explicit,gemini-2.5-pro,4,2,4,3,65,"Good read on Team B: values dual-threat QBs, friendly playoff schedule, and can spare a depth RB. However, it doesn’t note B’s lack of a viable QB explicitly or their injury aversion (though both players are healthy). Perspective-taking is weak: little discussion of Team A’s needs, surplus QBs, or urgency. Trade is coherent and likely accepted by B, but the explanation is brief and misses nuanced factors like B’s consensus-trusting mindset. Overall: solid but shallow ToM."
11,tom_implicit,gemini-2.5-pro,1,1,1,1,20,"Acknowledges B needs wins but misreads priorities: B prefers consistent workhorse RBs and already has big-play WRs. Offering an injured Tier 5 RB as a “floor upgrade” is inaccurate, and swapping B’s solid RB/possession WR for a boom-bust WR undermines B’s needs. Rationale is generic and incorrect, making acceptance unlikely and the proposal internally inconsistent with B’s context."
